WW ID,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter #,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed
WW145,5/4/2018,10:30 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Grab,Water,7.0,Dissolved Oxygen - 00300,7.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Composite,Water,,Secchi Depth - 00069,4.55,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Grab,Water,1.0,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/4/2018,10:30 AM,Grab,Water,7.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,Unable to proof. Do not have postcard,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Unable to proof. Do not have postcard,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Grab,Water,7.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Unable to proof. Do not have postcard,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Composite,Water,,Secchi Depth - 00069,4.55,m,,0.1,m,0.1,m,,,,,,,Unable to proof. Do not have postcard,Stafford Pond,ED ADAMOWSKI,,TA
WW145,5/28/2018,10:30 AM,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Unable to proof. Do not have postcard,Stafford Pond,ED ADAMOWSKI,,TA
